aliases,best_separated,best_separated_p50_ms,beyond_native_context,cp,cublaslt_boundary_p50_ms,cublaslt_gemm_p50_ms,cublaslt_nccl_config,cublaslt_plans,cublaslt_route_p50_ms,global_seq,head_dim,k,m,model,n,native_max_context,q_heads,suite,te_boundary_p50_ms,te_gemm_p50_ms,te_nccl_config,te_route_p50_ms
tens-of-B median-like O-proj,TE+NCCL,14.507599830627441,False,4,14.732896327972412,10.26848030090332,ch24_chunk512_ll128_graph_hp_pb1024_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 9.622442245483398, 'waves': 124.1212158203125}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 9.700326919555664, 'waves': 124.1212158203125}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 9.822432518005371, 'waves': 124.1212158203125}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 9.949861526489258, 'waves': 124.1212158203125}]",5.140047788619995,524288,128,5120,131072,representative_medium,5120,,40,artificial,14.507599830627441,10.026112079620361,ch24_chunk512_ll128_graph_hp_pb1024_pw8,5.139616012573242
tens-of-B median-like O-proj,cuBLASLt+NCCL,7.929935932159424,False,8,7.929935932159424,5.088672161102295,ch24_chunk128_ll128_graph_normal_pb256_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 4.779627323150635, 'waves': 124.24242401123047}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 4.8965864181518555, 'waves': 77.57575988769531}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 4.871108531951904, 'waves': 124.24242401123047}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 4.850554943084717, 'waves': 77.57575988769531}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 6, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 4.821963310241699, 'waves': 69.95454406738281}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 4.89919376373291, 'waves': 124.24242401123047}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 4.8229780197143555, 'waves': 124.24242401123047}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 6, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 4.770751953125, 'waves': 69.95454406738281}]",3.046671986579895,524288,128,5120,65536,representative_medium,5120,,40,artificial,7.996272087097168,5.027199983596802,ch24_chunk128_ll128_graph_normal_pb512_pw4,3.049072027206421
wide-K stress shape; not one specific GQA checkpoint,TE+NCCL,0.15958400070667267,False,4,0.16020800173282623,0.1000640019774437,ch32_chunk1024_ll16_graph_hp_pb256_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 20, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.08876586705446243, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 20, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.09092160314321518, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.0872117355465889, 'waves': 0.9696969985961914}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.08844160288572311, 'waves': 0.9696969985961914}]",0.060736000537872314,1024,128,16384,256,representative_large,7168,,128,artificial,0.15958400070667267,0.10655999928712845,ch32_chunk1024_ll16_graph_hp_pb256_pw4,0.060736000537872314
wide-K stress shape; not one specific GQA checkpoint,cuBLASLt+NCCL,0.1409440040588379,False,8,0.1409440040588379,0.08353600278496742,ch16_chunk512_ll16_graph_hp_pb128_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 18, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.06436587125062943, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 18, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.06671786308288574, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 18, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.06444373726844788, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 18, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.06687359511852264, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 18, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.06478399783372879, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 18, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.06432852894067764, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 18, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.06712640076875687, 'waves': 0.8484848737716675}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 18, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.06435626745223999, 'waves': 0.8484848737716675}]",0.053408000618219376,1024,128,16384,128,representative_large,7168,,128,artificial,0.14745600521564484,0.09328000247478485,ch16_chunk512_ll16_graph_hp_pb128_pw4,0.05286400020122528
wide-K stress shape; not one specific GQA checkpoint,cuBLASLt+NCCL,0.48238399624824524,False,4,0.48238399624824524,0.32945600152015686,ch24_chunk128_ll16_graph_hp_pb512_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 0.31326186656951904, 'waves': 3.8787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 0.3199189305305481, 'waves': 3.8787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 0.31610986590385437, 'waves': 3.8787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 0.3231338858604431, 'waves': 3.8787879943847656}]",0.16764800250530243,4096,128,16384,1024,representative_large,7168,,128,artificial,0.5031999945640564,0.33881600201129913,ch24_chunk128_ll16_graph_hp_pb512_pw4,0.16764800250530243
wide-K stress shape; not one specific GQA checkpoint,cuBLASLt+NCCL,0.30931200087070465,False,8,0.30931200087070465,0.20665600150823593,ch24_chunk128_ll16_graph_normal_pb1024_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.1596672087907791, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.17741866409778595, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.16521599888801575, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.1785845309495926, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.16153067350387573, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.1645386666059494, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 272, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 6, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.17886826395988464, 'waves': 0.9696969985961914}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 165, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.16385173797607422, 'waves': 1.9393939971923828}]",0.11452800035476685,4096,128,16384,512,representative_large,7168,,128,artificial,0.3094239979982376,0.20747199654579163,ch24_chunk128_ll16_graph_hp_pb128_pw8,0.11444799974560738
wide-K stress shape; not one specific GQA checkpoint,TE+NCCL,1.787376046180725,False,4,1.7971680164337158,1.3101440072059631,ch32_chunk128_ll64_graph_normal_pb1024_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.1949012279510498, 'waves': 6.78787899017334}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.215254306793213, 'waves': 6.78787899017334}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.1983083486557007, 'waves': 6.78787899017334}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.2438719272613525, 'waves': 6.78787899017334}]",0.5916479825973511,16384,128,16384,4096,representative_large,7168,,128,artificial,1.787376046180725,1.323199987411499,ch32_chunk128_ll64_graph_normal_pb512_pw8,0.5802720189094543
wide-K stress shape; not one specific GQA checkpoint,TE+NCCL,1.034175992012024,False,8,1.0360159873962402,0.7061759829521179,ch24_chunk128_ll128_graph_hp_pb1024_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 201, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.5959690809249878, 'waves': 4.969696998596191}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 201, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.6689386367797852, 'waves': 4.969696998596191}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 201, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.6108618378639221, 'waves': 4.969696998596191}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 201, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.6721813082695007, 'waves': 4.969696998596191}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 201, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.6010741591453552, 'waves': 4.969696998596191}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 201, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.6132650375366211, 'waves': 4.969696998596191}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 201, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.6737141013145447, 'waves': 4.969696998596191}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 201, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.6071050763130188, 'waves': 4.969696998596191}]",0.34971199929714203,16384,128,16384,2048,representative_large,7168,,128,artificial,1.034175992012024,0.7046079933643341,ch24_chunk128_ll128_graph_hp_pb128_pw4,0.3439040035009384
wide-K stress shape; not one specific GQA checkpoint,TE+NCCL,14.888895988464355,False,4,15.071951866149902,11.226527690887451,ch32_chunk128_ll64_graph_normal_pb256_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.956987380981445, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.862849235534668, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.889702796936035, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 11.160711288452148, 'waves': 54.30303192138672}]",4.1293439865112305,131072,128,16384,32768,representative_large,7168,,128,artificial,14.888895988464355,11.205648422241211,ch32_chunk128_ll64_graph_normal_pb1024_pw4,4.12715220451355
wide-K stress shape; not one specific GQA checkpoint,TE+NCCL,7.972752094268799,False,8,7.975744009017944,5.6487040519714355,ch24_chunk128_ll128_graph_normal_pb128_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 5.371781349182129, 'waves': 27.15151596069336}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 5.503345012664795, 'waves': 27.15151596069336}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 5.397811412811279, 'waves': 24.75757598876953}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 23, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 5.465939521789551, 'waves': 27.15151596069336}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 5.321803569793701, 'waves': 24.75757598876953}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 5.536653518676758, 'waves': 24.75757598876953}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 5.448492050170898, 'waves': 27.15151596069336}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 5.462883949279785, 'waves': 24.75757598876953}]",2.4773919582366943,131072,128,16384,16384,representative_large,7168,,128,artificial,7.972752094268799,5.798320055007935,ch32_chunk128_ll16_graph_normal_pb512_pw4,2.472928047180176
wide-K stress shape; not one specific GQA checkpoint,cuBLASLt+NCCL,30.260191917419434,False,4,30.260191917419434,22.949840545654297,ch24_chunk256_ll16_graph_normal_pb128_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 21.91624641418457, 'waves': 108.60606384277344}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 21.675504684448242, 'waves': 108.60606384277344}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 21.845745086669922, 'waves': 108.60606384277344}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 22.387805938720703, 'waves': 108.60606384277344}]",8.188287734985352,262144,128,16384,65536,representative_large,7168,,128,artificial,30.471760749816895,23.329055786132812,ch32_chunk512_ll128_eager_normal_pb1024_pw4,8.269968032836914
wide-K stress shape; not one specific GQA checkpoint,cuBLASLt+NCCL,15.564239978790283,False,8,15.564239978790283,11.320399761199951,ch32_chunk128_ll16_graph_hp_pb1024_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.833540916442871, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.806024551391602, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.802227973937988, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.782485008239746, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.836400032043457, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 6, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 11.11963939666748, 'waves': 49.227272033691406}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.93837833404541, 'waves': 54.30303192138672}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 10.857303619384766, 'waves': 54.30303192138672}]",4.809919834136963,262144,128,16384,32768,representative_large,7168,,128,artificial,15.868655681610107,11.336351871490479,ch24_chunk128_ll128_graph_hp_pb256_pw4,4.825615882873535
