aliases,best_external_p50_ms,best_separated,best_separated_over_v3_p50,best_separated_p50_ms,beyond_native_context,cluster_m,comm_ctas,compute_clusters,compute_ctas,compute_subgrid_p50_ms,cp,cublas_p50_ms,cublas_p50_tflops_per_gpu,cublaslt_boundary_p50_ms,cublaslt_p50_ms,cublaslt_p50_tflops_per_gpu,exact_mismatches,frontier_aligned,full_last_wave,fused_mean_ms,fused_p50_ms,fused_p50_tflops_per_gpu,fused_p95_ms,fused_throughput_as_best_pure_percent,fused_throughput_as_cublas_percent,global_seq,head_dim,k,last_wave_clusters,last_wave_ctas,m,model,n,n_tiles,native_max_context,overlap_ratio,policy,q_heads,result_source,route_p50_ms,same_policy_p50_ms,sequential_p50_ms,speedup_over_best_external,speedup_over_best_separated,speedup_over_te_userbuffers,suite,te_boundary_p50_ms,te_ub_over_v3_p50,te_ub_p50_ms,te_ub_p95_ms,te_userbuffers_p50_ms,te_userbuffers_p95_ms,tile_k,tile_m,tile_n,v1_over_v3_p50,v1_p50_ms,v2_auto_p50_ms,v2_over_v3_p50,v3_throughput_as_cublas_percent,waves
Llama 3.1 405B,3.4617760181427,TE+NCCL,,3.658624053001404,False,2,4,64,,3.161375999,4,2.923920155,752.0804738089711,3.6689120531082153,2.95686388,743.7012134464572,0,True,True,3.196472321,3.245520115,677.556501772598,3.316051245,90.09095773236332,90.09095773236332,16384,128,16384,64,128,4096,llama31_405b,16384,64,,1.008578879,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,0.9837120175,3.217664003,3.8218081,1.0666321253543363,1.127284356085836,1.0666321253543363,model,3.658624053001404,,,,3.4617760181427,3.4813807129859926,64,128,256,,,,,,16
Llama 3.1 405B,1.73716801404953,cuBLASLt+NCCL,,1.8978079557418823,False,2,4,64,,1.623296022,8,1.587487936,692.6110131875672,1.8978079557418823,1.580464005,695.6891294566369,0,True,True,1.641236482,1.638112068,671.2065976770522,1.65915525,96.48082300801413,96.90960508814223,16384,128,16384,64,128,2048,llama31_405b,16384,64,,0.9750033815,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,0.576128006,1.624704003,2.218863964,1.0604695783545928,1.1585336515217481,1.0604695783545928,model,1.9195039868354797,,,,1.73716801404953,1.7649392127990722,64,128,256,,,,,,8
Llama 3.1 405B,27.286416053771973,TE+NCCL,,30.3920955657959,False,2,4,64,,26.23435211,4,22.97604752,765.6750374102638,30.52332878112793,22.76996803,772.604775783517,0,True,True,27.21703747,26.20742416,671.2672690384694,33.03905106,86.883655146672,87.66999526442588,131072,128,16384,64,128,32768,llama31_405b,16384,64,,0.8567334764,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,7.44727993,25.97883224,32.23577881,1.0411712302279148,1.1596750363655692,1.0411712302279148,model,30.3920955657959,,,,27.286416053771973,31.013837528228756,64,128,256,,,,,,128
Llama 3.1 405B,14.039471626281738,TE+NCCL,,15.11404800415039,False,2,4,64,,13.41767979,8,12.47415924,705.1451607257179,15.50223970413208,12.25459194,717.7793487759333,0,True,True,13.14319237,13.06395149,673.3102942812595,13.4905901,93.80463445061368,95.48534568234224,131072,128,16384,64,128,16384,llama31_405b,16384,64,,0.9754355619,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,4.410128117,12.77009583,16.97056007,1.0746726698295277,1.1569277500547723,1.0746726698295277,model,15.11404800415039,,,,14.039471626281738,18.519406986236568,64,128,256,,,,,,64
Llama 3.1 405B,54.805824279785156,TE+NCCL,,60.30076789855957,False,2,4,64,,52.50524902,4,46.42205048,757.9236962828791,60.86199951171875,46.32705688,759.4778183291319,0,True,True,54.80319504,53.30809784,660.0192750158724,61.19921112,86.9043517910674,87.08254910788992,262144,128,16384,64,128,65536,llama31_405b,16384,64,,0.8133352521,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,14.81624031,51.95146942,64.91317749,1.0280956646451813,1.1311746309078128,1.0280956646451813,model,60.30076789855957,,,,54.805824279785156,58.84056453704834,64,128,256,,,,,,256
Llama 3.1 405B,28.774911880493164,TE+NCCL,,30.628015518188477,False,2,4,64,,26.52494431,8,24.59073639,715.3989114197486,30.991936683654785,24.63577652,714.0909899931175,0,True,True,27.5169133,26.60777664,661.1670821818805,33.27931595,92.41935815498488,92.41935815498488,262144,128,16384,64,128,32768,llama31_405b,16384,64,,0.8698905347,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,8.732768059,26.17185593,33.73600006,1.0814474380860242,1.1510926272638944,1.0814474380860242,model,30.628015518188477,,,,28.774911880493164,33.4991883277893,64,128,256,,,,,,128
Llama 3.1 405B,109.4435043334961,TE+NCCL,,121.55232238769531,False,2,4,64,,105.4468613,4,93.98918152,748.6898283361495,122.84094619750977,94.71905518,742.9206725503996,0,True,True,109.1025777,108.7886505,646.8390209295225,114.0069733,86.39612780195301,86.39612780195301,524288,128,16384,64,128,131072,llama31_405b,16384,64,,0.8436364678,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,29.54918289,104.4545898,132.3611755,1.0060195050723246,1.117325399561743,1.0060195050723246,model,121.55232238769531,,,,109.4435043334961,112.79311599731446,64,128,256,,,,,,512
Llama 3.1 405B,56.97131156921387,cuBLASLt+NCCL,,61.27672004699707,False,2,4,64,,53.05780792,8,48.99019241,718.192159654594,61.27672004699707,48.99716949,718.089890805078,0,True,True,55.30143372,53.90055847,652.7645183567984,61.02301025,90.88995327806666,90.88995327806666,524288,128,16384,64,128,65536,llama31_405b,16384,64,,0.8400097099,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,17.37852859,52.55696106,67.74342346,1.056970710255683,1.1368475909410567,1.056970710255683,model,61.30788803100586,,,,56.97131156921387,61.14519538879394,64,128,256,,,,,,256
Nanbeige4.2-3B,0.04206399992108345,TE+NCCL,,0.06439999863505363,False,1,9,123,,0.03489600122,4,0.02559999935,377.48736958464025,0.06680000200867653,0.02489599958,388.1618163169972,0,True,False,0.03788224012,0.03742399812,258.2213793676836,0.03833119944,66.52415784163684,68.40530311035617,1024,128,6144,96,96,256,nanbeige42_3b,3072,24,262144,0.8490097375,m64n128,48,new_geometry_manual_comm_ctas,0.02092799917,0.03468799964,0.05076799914,1.123984663161998,1.720820913590128,1.123984663161998,model,0.06439999863505363,,,,0.04206399992108345,0.04973280075937507,64,64,128,,,,,,1
Nanbeige4.2-3B,0.05915199965238571,TE+NCCL,,0.05929600074887276,False,1,6,126,,0.0299360007,8,0.02537599951,190.40976912440047,0.06032000109553337,0.02459200099,196.4800753694179,0,True,False,0.0371072001,0.03710399941,130.2241883579202,0.03771679848,66.27857207051417,68.39154784796824,1024,128,6144,48,48,128,nanbeige42_3b,3072,24,262144,0.6515898489,m64n128,48,new_geometry_manual_comm_ctas,0.02038400061,0.02988800034,0.04622399807,1.5942216632432216,1.5981026760390615,1.5942216632432216,model,0.05929600074887276,,,,0.05915199965238571,0.06128640100359917,64,64,128,,,,,,1
Nanbeige4.2-3B,0.09216000139713287,TE+NCCL,,0.13196799904108047,False,1,14,118,,0.06931199878,4,0.05545600131,697.0337700318407,0.13486400246620178,0.05523199961,699.86069555594,0,False,False,0.08904512033,0.08883199841,435.1439386243568,0.09235520661,62.17579318105537,62.42795648257893,4096,128,6144,74,74,1024,nanbeige42_3b,3072,24,262144,0.7282117164,m128n128,48,new_geometry_manual_comm_ctas,0.04904000089,0.07550400496,0.1193120033,1.0374640112425775,1.4855907938937527,1.0374640112425775,model,0.13196799904108047,,,,0.09216000139713287,0.0969248004257679,64,128,128,,,,,,2
Nanbeige4.2-3B,0.09092799946665764,TE+NCCL,,0.10105600208044052,False,1,11,121,,0.04940799996,8,0.04208000004,459.3002094493344,0.10355199873447418,0.04121600091,468.9283871621498,0,True,False,0.0564838399,0.05660799891,341.4244135838152,0.05731679872,72.80949990040905,74.33578443022198,4096,128,6144,96,96,512,nanbeige42_3b,3072,24,262144,0.8276269272,m128n128,48,new_geometry_manual_comm_ctas,0.03753599897,0.04988799989,0.08079999685,1.6062747529942256,1.785189443652788,1.6062747529942256,model,0.10105600208044052,,,,0.09092799946665764,0.12755680009722706,64,128,128,,,,,,1
Nanbeige4.2-3B,0.2926560044288635,TE+NCCL,,0.43003199994564056,False,2,14,59,,0.233040005,4,0.1974560022,783.0545586524591,0.43190400302410126,0.1961600035,788.2280785950333,0,False,False,0.2544031996,0.2541279793,608.4289619816766,0.257379204,77.18945550203729,77.69943425509307,16384,128,6144,42,84,4096,nanbeige42_3b,3072,10,262144,0.8870749502,m128n320_cluster_m2,48,new_geometry_manual_comm_ctas,0.1552000046,0.2366880029,0.3866719902,1.1516087493985891,1.6921867522425957,1.1516087493985891,model,0.43003199994564056,,,,0.2926560044288635,0.29618399292230607,64,128,320,,,,,,3
Nanbeige4.2-3B,0.24595199525356293,cuBLASLt+NCCL,,0.2808320075273514,False,1,13,119,,0.1608960032,8,0.1349440068,572.8999246523041,0.2808320075273514,0.1328639984,581.8687700128706,0,False,False,0.1775705597,0.1777279973,434.9872417540599,0.179775998,74.75693217638029,75.92726461223675,16384,128,6144,82,82,2048,nanbeige42_3b,3072,20,262144,0.8521221042,m128n160,48,new_geometry_manual_comm_ctas,0.1060959995,0.161807999,0.2643840015,1.3838674772123982,1.580122500639641,1.3838674772123982,model,0.28361600637435913,,,,0.24595199525356293,0.25091679245233534,64,128,160,,,,,,3
Nanbeige4.2-3B,2.0656319856643677,TE+NCCL,,3.1703200340270996,False,2,10,61,,1.734879971,4,1.607520103,769.4775194036873,3.1738559007644653,1.607311964,769.5771629607555,0,False,False,1.740329609,1.785952091,692.6000912798282,1.790017605,89.99748493253395,90.00913916452869,131072,128,6144,60,120,32768,nanbeige42_3b,3072,10,262144,0.9750752644,m128n320_cluster_m2,48,new_geometry_manual_comm_ctas,1.292592049,1.711935997,2.778399944,1.1565998864548308,1.7751428215814886,1.1565998864548308,model,3.1703200340270996,,,,2.0656319856643677,2.136992001533508,64,128,320,,,,,,21
Nanbeige4.2-3B,1.182159960269928,cuBLASLt+NCCL,,1.8599680066108704,False,2,12,60,,1.053855896,8,0.910687983,679.1297372637011,1.8599680066108704,0.9151359797,675.828843301242,0,True,False,1.088613117,1.088271976,568.3094890463301,1.097692847,83.68202095465887,83.68202095465887,131072,128,6144,40,80,16384,nanbeige42_3b,3072,10,262144,0.8330322294,m128n320_cluster_m2,48,new_geometry_manual_comm_ctas,0.7397119999,0.9639999866,1.694800019,1.0862725369581032,1.709102179996658,1.0862725369581032,model,1.8729439973831177,,,,1.182159960269928,1.2179920077323914,64,128,320,,,,,,11
Nanbeige4.2-3B,4.149440050125122,cuBLASLt+NCCL,,6.284016132354736,False,2,10,61,,3.417504072,4,3.298319817,750.0489036100042,6.284016132354736,3.197664022,773.6588789427234,0,False,False,3.604025588,3.639343977,679.7656880280102,3.672963142,87.8637480328505,90.62951558975432,262144,128,6144,59,118,65536,nanbeige42_3b,3072,10,262144,0.886470855,m128n320_cluster_m2,48,new_geometry_manual_comm_ctas,2.532320023,3.313168049,5.460608006,1.1401615445939812,1.7266892528072613,1.1401615445939812,model,6.301455974578857,,,,4.149440050125122,4.297100853919983,64,128,320,,,,,,42
Nanbeige4.2-3B,2.2326879501342773,TE+NCCL,,3.652224063873291,False,2,10,61,,1.992320061,8,1.780719995,694.6350828435551,3.655776023864746,1.770256042,698.7410588642973,0,False,False,2.048506241,2.048784018,603.74864816424,2.062476873,86.40520554861142,86.9159452316657,262144,128,6144,60,120,32768,nanbeige42_3b,3072,10,262144,0.9160150984,m128n320_cluster_m2,48,new_geometry_manual_comm_ctas,1.583263993,1.91129601,3.495615959,1.089762478874568,1.7826301024343947,1.089762478874568,model,3.652224063873291,,,,2.2326879501342773,2.2628144145011904,64,128,320,,,,,,21
Nanbeige4.2-3B,8.45028829574585,TE+NCCL,,12.518064022064209,True,2,10,61,,6.993920326,4,6.43414402,768.9915410056363,12.61297607421875,6.641440392,744.9893446234818,0,False,False,7.370737934,7.386480331,669.8457321042043,7.452273846,87.10703517339401,87.10703517339401,524288,128,6144,57,114,131072,nanbeige42_3b,3072,10,262144,0.8583172455,m128n320_cluster_m2,48,new_geometry_manual_comm_ctas,5.023407936,6.616799831,10.9014082,1.1440209568122994,1.6947265085818597,1.1440209568122994,model,12.518064022064209,,,,8.45028829574585,8.476703691482545,64,128,320,,,,,,84
Nanbeige4.2-3B,4.455888032913208,TE+NCCL,,7.172800064086914,True,2,10,61,,3.983039856,8,3.520672083,702.6786659403859,7.175264120101929,3.533328056,700.161752117817,0,False,False,4.015833592,4.02131176,615.1975549630104,4.038817406,87.55033912118269,87.55033912118269,524288,128,6144,59,118,65536,nanbeige42_3b,3072,10,262144,0.8992118111,m128n320_cluster_m2,48,new_geometry_manual_comm_ctas,3.1358881,3.705456018,6.856368065,1.1080682868799032,1.7836965876246598,1.1080682868799032,model,7.172800064086914,,,,4.455888032913208,4.509196949005127,64,128,320,,,,,,42
