model,seq,cp,node,tile,comm_ctas,old_ms,new_ms,old_p,new_p,ratio,gain,before_run,after_run
artificial_large,131072,4,09,m128n256k64e32,8,6.112815856933594,6.057696104049683,1.2590893582540992,1.2705459736229905,1.0090991281069817,0.9099128106981658,20260907-214156-ad9a1b,20260907-214214-ace60c
artificial_large,131072,8,0a,m128n256k64e32,8,2.9112799167633057,2.9234399795532227,1.321855268899887,1.316357005490538,0.9958404951444307,-0.41595048555692626,20260907-214116-83e0d9,20260907-214053-0d7973
artificial_large,262144,4,09,m128n256k64e32,8,11.970831871032715,11.928911685943604,1.2858891474461953,1.2904079763623773,1.0035141667733618,0.3514166773361804,20260907-213743-0bb5c4,20260907-213801-c7b802
artificial_large,262144,8,09,m128n256k64e32,8,6.129216194152832,6.086528062820435,1.2557203320343648,1.2645273816195113,1.0070135438285674,0.7013543828567448,20260907-213842-953ab6,20260907-213819-34f35c
artificial_large,524288,4,09,m128n256k64e32,8,23.923632621765137,24.05507183074951,1.2868583155602946,1.279826798869665,0.9945359045315193,-0.5464095468480701,20260907-213440-c61104,20260907-213504-b2fa50
artificial_large,524288,8,09,m128n256k64e32,8,11.918575763702393,11.946479797363281,1.2915270325959032,1.2885103436295469,0.9976642463609199,-0.2335753639080118,20260907-220233-6d7ef6,20260907-220257-eff18f
production_qwen_dense,1024,4,0a,m128n256k64e32,32,0.03388800099492073,0.03308799862861633,0.1267400604905479,0.12980438449019624,1.0241780222274464,2.417802222744636,20260907-221128-6410c7,20260907-221114-e64cc0
production_qwen_dense,1024,8,0a,m128n256k64e32,32,0.03310399875044823,0.033344000577926636,0.06487082313495203,0.06440389907567393,0.992802248580895,-0.7197751419104947,20260907-221142-9d42a0,20260907-221205-300932
production_qwen_dense,4096,4,0a,m128n256k64e32,24,0.040911998599767685,0.04177600145339966,0.41992251104783607,0.41123775819387165,0.9793182012741034,-2.0681798725896594,20260907-221014-737fb6,20260907-221000-7651c5
production_qwen_dense,4096,8,09,m128n256k64e32,16,0.03620800003409386,0.036896001547575,0.23723858218933996,0.2328147829494163,0.9813529519562165,-1.8647048043783476,20260907-214836-5c7b01,20260907-214813-07b3ce
